Time,Bittrex,Binance,Bitfinix,Poloniex,Bittrex-Binance-diff,Bittrex-Bitfinix-diff,Bittrex-Poloniex-diff,Binance-Bitfinix-diff,Binance-Poloniex-diff,Bitfinix-Poloniex-diff,max diff
1518419160,8399.99,8375,8379,8520.000004,0.002983881,0.002505072,0.014286922,0.000477612,0.017313433,0.016827784,0.017313433
1518419180,8399.98,8376.72,8379,8509.883256,0.002776743,0.002503879,0.013083752,0.000272183,0.015896825,0.015620391,0.015896825
1518419200,8390.249271,8363,8379,8509.883257,0.003258313,0.001342555,0.014258693,0.001913189,0.017563465,0.015620391,0.017563465
1518419220,8370.837,8365.2,8379.1,8519.989998,0.000673863,0.000987118,0.01781817,0.001661646,0.01850404,0.016814455,0.01850404
1518419240,8370.837,8362.49,8379.5,8519.989996,0.000998148,0.001034902,0.01781817,0.002034083,0.018834103,0.016765916,0.018834103
1518419260,8399.98,8362.01,8378,8519.989996,0.004540774,0.002623538,0.014286938,0.00191222,0.018892586,0.016947958,0.018892586
1518419280,8399.98,8363.18,8380,8515.000001,0.00440024,0.002384248,0.01369289,0.002011197,0.018153382,0.016109785,0.018153382
1518419300,8399.98,8374.92,8379.2,8520,0.002992267,0.00247995,0.014288129,0.00051105,0.017323151,0.016803513,0.017323151
1518419320,8370,8363.33,8379,8521.236428,0.000797529,0.001075269,0.018068868,0.001873656,0.018880808,0.016975346,0.018880808
1518419340,8398,8382.99,8390,8521.236428,0.001790531,0.000953516,0.014674497,0.000836217,0.016491303,0.015642006,0.016491303
1518419360,8398,8384,8394.1,8521.236428,0.001669847,0.000464612,0.014674497,0.001204676,0.016368849,0.015145927,0.016368849
1518419380,8390.98,8391.59,8405,8530,7.27E-05,0.001670842,0.016567791,0.001598029,0.016493894,0.0148721,0.016567791
1518419400,8398,8399.66,8407.5,8530,0.000197666,0.001131222,0.015718028,0.000933371,0.015517295,0.014570324,0.015718028
1518419420,8398,8391.21,8407.2,8524,0.00080918,0.001095499,0.015003572,0.001905565,0.015824893,0.013892854,0.015824893
1518419440,8398,8381.3,8407.2,8537,0.001992531,0.001095499,0.01655156,0.003090213,0.01857707,0.015439147,0.01857707
1518419460,8398,8381.27,8407.3,8524.000001,0.001996118,0.001107407,0.015003572,0.003105735,0.017029639,0.013880794,0.017029639
1518419480,8398,8381.59,8407.5,8525,0.001957862,0.001131222,0.015122648,0.003091299,0.017110119,0.013975617,0.017110119
1518419500,8398,8378.67,8433.2,8525,0.002307049,0.004191474,0.015122648,0.006508193,0.017464586,0.010885548,0.017464586
1518419520,8398,8387.03,8417,8525,0.001307972,0.002262443,0.015122648,0.003573375,0.0164504,0.012831175,0.0164504
1518419540,8399.98,8392.04,8422.4,8525,0.000946135,0.002669054,0.014883369,0.003617714,0.015843585,0.012181801,0.015843585
1518419560,8399.98,8402.6,8421,8525,0.000311906,0.002502387,0.014883369,0.002189798,0.01456692,0.012350077,0.014883369
1518419580,8400.99,8402.07,8421,8525,0.000128556,0.002381862,0.014761356,0.002253016,0.014630918,0.012350077,0.014761356
1518419600,8418,8402.18,8422.1,8525.572112,0.001882845,0.000487052,0.012778821,0.002370813,0.014685726,0.012285785,0.014685726
1518419620,8421.99,8408.89,8422.1,8534.999999,0.001557875,1.31E-05,0.013418444,0.001570956,0.014997223,0.013405208,0.014997223
1518419640,8421.99,8413.84,8424.5,8525.572111,0.000968642,0.000298029,0.012299007,0.00126696,0.013279562,0.011997402,0.013279562
1518419660,8421.99,8410.12,8424.4,8525.572112,0.001411395,0.000286156,0.012299007,0.001697954,0.01372776,0.012009415,0.01372776
1518419680,8420.837,8417.69,8429.1,8525,0.000373856,0.000981256,0.012369673,0.001355479,0.012748153,0.011377253,0.012748153
1518419700,8420.837,8420.67,8437,8525,1.98E-05,0.001919405,0.012369673,0.001939276,0.01238975,0.010430248,0.01238975
1518419720,8439,8425.06,8451.1,8525,0.001654588,0.001433819,0.010190781,0.003090779,0.01186223,0.008744424,0.01186223
1518419740,8440,8440,8452.1,8520,0,0.001433649,0.009478673,0.001433649,0.009478673,0.008033506,0.009478673
1518419760,8440,8432.09,8489,8494.6135,0.000938083,0.005805687,0.006470794,0.006749216,0.007414947,0.000661268,0.007414947
1518419780,8440,8464.83,8466.453674,8488.19167,0.002941943,0.003134322,0.005709914,0.000191814,0.002759851,0.002567544,0.005709914
1518419800,8412,8460.09,8477.6,8488.985041,0.005716833,0.007798383,0.009151812,0.002069718,0.003415453,0.001342956,0.009151812
1518419820,8470,8466.36,8489,8500.202429,0.000429937,0.002243211,0.003565812,0.002674113,0.003997282,0.001319641,0.003997282
1518419840,8449.6,8466.96,8489.2,8497.474029,0.002054535,0.004686612,0.005665834,0.002626681,0.003603894,0.000974654,0.005665834
1518419860,8449.6,8462,8489.9,8497.474029,0.001467525,0.004769457,0.005665834,0.003297093,0.004192157,0.000892122,0.005665834
1518419880,8449.6,8454.97,8500,8497.474029,0.000635533,0.005964779,0.005665834,0.005325862,0.005027106,0.000297261,0.005964779
1518419900,8471,8482.25,8516,8497.474029,0.00132806,0.005312242,0.003125254,0.003978897,0.00179481,0.002180174,0.005312242
1518419920,8478,8490.99,8505.2,8497.474029,0.001532201,0.003208304,0.002297007,0.001673539,0.000763636,0.000909208,0.003208304
1518419940,8472.8,8485.05,8500.1,8497.474029,0.001445803,0.003222075,0.002912146,0.001773708,0.001464226,0.00030903,0.003222075
1518419960,8478,8476.22,8499.4,8497.474029,0.000209999,0.00252418,0.002297007,0.00273471,0.002507489,0.000226652,0.00273471
1518419980,8472.2,8474.98,8493.1,8497.474029,0.000328132,0.002466892,0.002983172,0.002138058,0.002654169,0.00051501,0.002983172
1518420000,8477,8470.91,8491.9,8497.474029,0.000718931,0.001757697,0.002415245,0.002477892,0.003135912,0.000656394,0.003135912
1518420020,8473.8,8485.84,8514.8,8497.474029,0.00142085,0.004838443,0.002793791,0.003412744,0.001370993,0.002038955,0.004838443
1518420040,8478,8495.15,8509.1,8497.474029,0.002022883,0.003668318,0.002297007,0.001642113,0.000273571,0.001368168,0.003668318
1518420060,8478,8486.3,8512.1,8488.985049,0.000979004,0.004022175,0.001295712,0.003040194,0.000316398,0.002722935,0.004022175
1518420080,8477,8482.31,8502.4,8497.474029,0.000626401,0.002996343,0.002415245,0.002368459,0.001787724,0.000579698,0.002996343
1518420100,8478,8486.32,8510.3,8497.474029,0.000981364,0.003809861,0.002297007,0.002825724,0.001314354,0.001509386,0.003809861
1518420120,8480,8480.42,8505.1,8497.474029,4.95E-05,0.002959906,0.002060617,0.002910233,0.002010989,0.00089744,0.002959906
1518420140,8480,8480.24,8510.1,8497.474029,2.83E-05,0.003549528,0.002060617,0.003521127,0.002032257,0.00148585,0.003549528
1518420160,8486.4,8484.93,8526,8497.474029,0.000173248,0.00466629,0.001304915,0.004840346,0.001478389,0.003356994,0.004840346
1518420180,8486.4,8486.62,8516.3,8500,2.59E-05,0.003523284,0.001602564,0.00349727,0.001576599,0.001917647,0.003523284
1518420200,8486.4,8494.01,8529.9,8500,0.000896729,0.005125848,0.001602564,0.004225331,0.000705203,0.003517647,0.005125848
1518420220,8501,8514.97,8530,8502.613501,0.001643336,0.003411363,0.000189801,0.001765127,0.001453259,0.003220951,0.003411363
1518420240,8509,8514.95,8539.8,8516,0.00069926,0.003619697,0.000822658,0.002918396,0.000123313,0.002794739,0.003619697
1518420260,8511.888518,8514.95,8539.8,8516,0.000359671,0.003279117,0.000483028,0.002918396,0.000123313,0.002794739,0.003279117
1518420280,8524,8510.03,8539.6,8516,0.001641592,0.001830127,0.000939408,0.003474723,0.000701525,0.002771254,0.003474723
1518420300,8525,8514.94,8540,8516,0.001181453,0.001759531,0.001056834,0.002943062,0.000124487,0.002818225,0.002943062
1518420320,8512,8515,8531.580241,8515,0.000352444,0.00230031,0.000352444,0.00194718,0,0.00194718,0.00230031
1518420340,8524,8505,8529.122635,8516,0.00223398,0.000600966,0.000939408,0.002836289,0.001293357,0.001540939,0.002836289
1518420360,8512,8499.87,8529.1,8515,0.001427081,0.002008929,0.000352444,0.003438876,0.001780027,0.001655901,0.003438876
1518420380,8526,8500.05,8525,8515,0.003052923,0.000117302,0.001291838,0.002935277,0.001758813,0.001174398,0.003052923
1518420400,8523,8505.99,8520,8514.474028,0.001999767,0.000352113,0.00100135,0.001647075,0.000997418,0.000649009,0.001999767
1518420420,8523,8501.1,8517,8504.530002,0.002576137,0.000704473,0.002171784,0.001870346,0.000403477,0.001466277,0.002576137
1518420440,8523,8499.57,8517,8504.530002,0.00275661,0.000704473,0.002171784,0.002050692,0.000583559,0.001466277,0.00275661
1518420460,8523,8503.56,8521.8,8504.530002,0.002286101,0.000140815,0.002171784,0.002144984,0.00011407,0.002030682,0.002286101
1518420480,8523,8500,8519.9,8513.294611,0.002705882,0.000363854,0.001140027,0.002341176,0.001564072,0.000775891,0.002705882
1518420500,8523,8508,8521,8513.294608,0.001763047,0.000234714,0.001140028,0.001527974,0.000622309,0.000905101,0.001763047
1518420520,8526,8508,8530.4,8512.999999,0.002115656,0.000516068,0.001527076,0.002632816,0.000587682,0.002043933,0.002632816
1518420540,8526,8515,8532.7,8500,0.001291838,0.000785832,0.003058824,0.002078685,0.001764706,0.003847059,0.003847059
1518420560,8527.185336,8520.95,8535,8500,0.000731765,0.000916441,0.003198275,0.001648877,0.002464706,0.004117647,0.004117647
1518420580,8526,8526,8535,8499.999998,0,0.001055595,0.003058824,0.001055595,0.003058824,0.004117647,0.004117647
1518420600,8529,8529.98,8538.5,8499.999995,0.000114902,0.001113847,0.003411765,0.00099883,0.003527059,0.004529412,0.004529412
1518420620,8470,8530.01,8539.7,8499.999996,0.007085006,0.008229044,0.003541912,0.001135989,0.003530589,0.004670589,0.008229044
1518420640,8506.2,8526.02,8539.9,8490.225932,0.002330065,0.003961816,0.001881466,0.001627958,0.004215915,0.005850736,0.005850736
1518420660,8530,8515.17,8537,8490.22593,0.001741598,0.000820633,0.004684689,0.00256366,0.002937975,0.005509167,0.005509167
1518420680,8530,8514,8524.1,8486.377642,0.001879258,0.000692155,0.00514028,0.001186281,0.003254906,0.004445048,0.00514028
1518420700,8515,8501,8517,8490.22593,0.001646865,0.00023488,0.002917952,0.001882132,0.001268997,0.003153517,0.003153517
1518420720,8514,8500.95,8517.1,8490.225932,0.001535123,0.000364106,0.002800169,0.001899788,0.001263107,0.003165295,0.003165295
1518420740,8508,8510.98,8524,8490.225932,0.000350259,0.001880583,0.002093474,0.001529789,0.002444466,0.003977994,0.003977994
1518420760,8508,8512.01,8528,8490.225932,0.000471321,0.002350729,0.002093474,0.001878522,0.002565782,0.004449124,0.004449124
1518420780,8528,8511.99,8532.7,8486,0.001880876,0.000551126,0.004949328,0.002433039,0.003062691,0.005503182,0.005503182
1518420800,8516.281017,8517.98,8532.4,8490.225932,0.000199498,0.001892726,0.003068833,0.00169289,0.003268943,0.004967367,0.004967367
1518420820,8528,8516,8530,8490.6135,0.001409112,0.000234522,0.004403274,0.001643964,0.002989949,0.004638829,0.004638829
1518420840,8528,8510,8522.978619,8490.6135,0.002115159,0.000589158,0.004403274,0.001525102,0.002283286,0.00381187,0.004403274
1518420860,8529,8506,8520.521013,8490.225932,0.002703974,0.000995125,0.004566907,0.001707149,0.001857909,0.00356823,0.004566907
1518420880,8529,8504.88,8521,8490.225932,0.002836019,0.000938857,0.004566907,0.001895382,0.001725993,0.003624647,0.004566907
1518420900,8529,8499.06,8521.1,8478,0.003522743,0.00092711,0.00601557,0.002593228,0.002484076,0.005083746,0.00601557
1518420920,8508,8491.37,8517.4,8482,0.001958459,0.001104843,0.003065315,0.003065465,0.001104692,0.004173544,0.004173544
1518420940,8508,8489.99,8510.1,8479,0.002121322,0.000246827,0.003420215,0.002368672,0.001296143,0.003667885,0.003667885
1518420960,8508,8484.1,8509,8477.485115,0.002817034,0.000117536,0.003599521,0.002934902,0.000780289,0.00371748,0.00371748
1518420980,8508,8494.54,8506.9,8481,0.001584547,0.000129307,0.003183587,0.001455052,0.00159651,0.003053885,0.003183587
1518421000,8508,8498.07,8511.1,8480.236176,0.001168501,0.000364363,0.003273945,0.001533289,0.002102987,0.003639501,0.003639501
1518421020,8508,8500,8510.1,8472.6,0.000941176,0.000246827,0.004178174,0.001188235,0.003233954,0.004426032,0.004426032
1518421040,8508,8504.09,8510.1,8472.600002,0.000459779,0.000246827,0.004178174,0.000706719,0.003716686,0.004426032,0.004426032
1518421060,8508,8500.25,8510.1,8498.18952,0.000911738,0.000246827,0.00115442,0.001158789,0.000242461,0.001401531,0.001401531
1518421080,8513,8504.92,8511.6,8495.289519,0.000950038,0.000164481,0.002084741,0.000785428,0.001133626,0.001919944,0.002084741
1518421100,8518,8498.96,8511,8495.289519,0.002240274,0.000822465,0.002673303,0.001416644,0.000432061,0.001849317,0.002673303
1518421120,8519,8490.99,8510,8482,0.003298791,0.001057579,0.004362179,0.002238844,0.001059892,0.003301108,0.004362179
1518421140,8519,8490.99,8507.1,8490.6,0.003298791,0.001398832,0.003344876,0.001897305,4.59E-05,0.001943326,0.003344876
1518421160,8519,8488,8501.1,8490.6,0.003652215,0.00210561,0.003344876,0.001543355,0.000306315,0.001236662,0.003652215
1518421180,8519,8494.99,8501,8490.6,0.002826372,0.002117398,0.003344876,0.000707476,0.000517042,0.001224884,0.003344876
1518421200,8519,8499,8501,8490.6,0.002353218,0.002117398,0.003344876,0.000235322,0.000989329,0.001224884,0.003344876
1518421220,8518,8500,8501.1,8490.6,0.002117647,0.001987978,0.003227098,0.000129412,0.001107107,0.001236662,0.003227098
1518421240,8518,8501,8502,8490.6,0.001999765,0.00188191,0.003227098,0.000117633,0.001224884,0.001342661,0.003227098
1518421260,8518,8500,8501.1,8490.6135,0.002117647,0.001987978,0.003225503,0.000129412,0.001105515,0.00123507,0.003225503
1518421280,8518,8499,8501.3,8490.6,0.002235557,0.001964405,0.003227098,0.00027062,0.000989329,0.001260217,0.003227098
1518421300,8518,8496,8501.3,8495,0.002589454,0.001964405,0.002707475,0.000623823,0.000117716,0.000741613,0.002707475
1518421320,8518,8489,8508.4,8483.358908,0.003416186,0.001128297,0.004083417,0.00228531,0.00066496,0.00295179,0.004083417
1518421340,8508,8495.99,8501.3,8495,0.001413608,0.000788115,0.001530312,0.000625001,0.000116539,0.000741613,0.001530312
1518421360,8508,8490.9,8505,8495.01,0.002013921,0.000352734,0.001529133,0.001660601,0.000484048,0.001175984,0.002013921
1518421380,8508,8493.02,8505.9,8508.761393,0.001763801,0.000246887,8.95E-05,0.001516539,0.001853451,0.000336401,0.001853451
1518421400,8508,8498,8509.7,8513.474,0.001176747,0.000199812,0.000643394,0.001376795,0.001820899,0.000443494,0.001820899
1518421420,8505.69218,8510.99,8517.8,8514.474022,0.000622856,0.001423496,0.001032466,0.000800142,0.000409356,0.000390626,0.001423496
1518421440,8519,8509.68,8524.8,8520,0.001095223,0.000680831,0.000117385,0.0017768,0.001212737,0.00056338,0.0017768
1518421460,8515,8512.61,8522.5,8520,0.00028076,0.000880799,0.000587199,0.001161806,0.000868124,0.000293427,0.001161806
1518421480,8517,8512,8520.9,8513.474,0.000587406,0.000457908,0.000414167,0.001045583,0.000173167,0.000872264,0.001045583
1518421500,8505.69218,8512,8521.1,8500.761393,0.0007416,0.001811472,0.000580041,0.001069079,0.001322071,0.002392563,0.002392563
1518421520,8517,8513.01,8522.9,8514,0.000468694,0.000692732,0.000352361,0.001161751,0.000116293,0.001045337,0.001161751
1518421540,8517,8515.56,8521.749816,8514,0.000169102,0.000557687,0.000352361,0.000726883,0.000183228,0.000910244,0.000910244
1518421560,8517,8516,8522.5,8519.999997,0.000117426,0.000645767,0.000352236,0.000763269,0.000469704,0.000293428,0.000763269
1518421580,8517,8499.94,8504,8520,0.002007073,0.001528692,0.000352237,0.00047765,0.002360017,0.001881468,0.002360017
1518421600,8516,8495.58,8504,8520,0.002403603,0.001411101,0.000469704,0.000991104,0.002874436,0.001881468,0.002874436
1518421620,8505.69218,8499.93,8505.775375,8520,0.000677909,9.78E-06,0.001682146,0.000687697,0.002361196,0.001672349,0.002361196
1518421640,8505.69218,8499.94,8507,8520,0.000676732,0.000153758,0.001682146,0.000830594,0.002360017,0.001528153,0.002360017
1518421660,8505.69218,8503,8506.3,8530.56139,0.000316615,7.15E-05,0.002923831,0.000388098,0.003241372,0.002852167,0.003241372
1518421680,8501,8509.62,8510,8538.323709,0.001013998,0.001058699,0.004390508,4.47E-05,0.003373089,0.003328285,0.004390508
1518421700,8501,8508.66,8507,8550,0.00090107,0.000705799,0.005764028,0.000195133,0.004858579,0.005054661,0.005764028
1518421720,8501,8503.45,8505,8560,0.000288201,0.000470533,0.00694036,0.000182279,0.006650242,0.006466784,0.00694036
1518421740,8501,8502.63,8505,8562.236582,0.000191742,0.000470533,0.007203456,0.000278737,0.00701037,0.006729757,0.007203456
1518421760,8500,8496,8500,8570,0.00047081,0,0.008235294,0.00047081,0.008709981,0.008235294,0.008709981
1518421780,8500,8490.32,8494,8574.000001,0.001140122,0.000706381,0.008705882,0.000433435,0.00985593,0.009418413,0.00985593
1518421800,8475,8490,8494,8581.28952,0.001769912,0.002241888,0.012541536,0.000471143,0.010752594,0.010276609,0.012541536
1518421820,8475,8485.1,8493.8,8600.294611,0.00119174,0.002218289,0.014784025,0.001025327,0.013576105,0.012537923,0.014784025
1518421840,8475,8475.02,8488,8631.75,2.36E-06,0.001533923,0.018495575,0.00153156,0.018493172,0.016935674,0.018495575
1518421860,8475,8477,8485.9,8651.11,0.000235988,0.001286136,0.020779941,0.0010499,0.020539106,0.019468766,0.020779941
1518421880,8500,8475,8485.7,8660,0.002949853,0.001685188,0.018823529,0.001262537,0.021828909,0.020540439,0.021828909
1518421900,8500,8472,8487,8655,0.003305005,0.001531754,0.018235294,0.001770538,0.021600567,0.019794981,0.021600567
1518421920,8500,8477,8495,8660.561389,0.002713224,0.000588582,0.018889575,0.002123393,0.021654051,0.019489275,0.021654051
1518421940,8498,8479,8494.8,8660.56139,0.00224083,0.000376701,0.01912937,0.001863427,0.021413066,0.019513278,0.021413066
1518421960,8475.7,8479,8486,8675.358868,0.000389348,0.001215239,0.023556623,0.000825569,0.023158258,0.022314267,0.023556623
1518421980,8475.7,8475.92,8486.1,8684.796086,2.60E-05,0.001227037,0.024670067,0.00120105,0.024643471,0.023414299,0.024670067
1518422000,8498,8478.94,8502,8684.796087,0.002247922,0.000470699,0.021981182,0.00271968,0.024278517,0.021500363,0.024278517
1518422020,8498,8476.1,8493,8700,0.002583735,0.00058872,0.023770299,0.001993842,0.026415451,0.024373013,0.026415451
1518422040,8497.999999,8476.01,8488,8700,0.002594381,0.001178134,0.023770299,0.001414581,0.026426349,0.024976437,0.026426349
1518422060,8497.999999,8475.92,8484,8702.681076,0.002605027,0.001650165,0.024085794,0.000953289,0.026753565,0.025775704,0.026753565
1518422080,8498,8470,8480.1,8719.989999,0.003305785,0.002110824,0.026122617,0.001192444,0.029514758,0.028288581,0.029514758
1518422100,8481,8465.1,8470.1,8721.367843,0.0018783,0.00128688,0.028341922,0.00059066,0.030273457,0.029665275,0.030273457
1518422120,8481,8464.94,8466.453674,8742.960776,0.001897237,0.001718113,0.030887958,0.000178817,0.032843798,0.032659141,0.032843798
1518422140,8481,8464.96,8472.2,8732.741217,0.00189487,0.001038691,0.029682964,0.000855291,0.031634079,0.030752487,0.031634079
1518422160,8480.2,8465.01,8470.2,8750,0.001794446,0.00118061,0.031815287,0.000613112,0.033666824,0.033033458,0.033666824
1518422180,8480.2,8467.1,8471,8760,0.001547165,0.001086058,0.032994505,0.000460606,0.034592718,0.034116397,0.034592718
1518422200,8481,8471.97,8479,8770.681077,0.001065868,0.000235877,0.034156476,0.000829795,0.035258751,0.03440041,0.035258751
1518422220,8481,8472.98,8488.507321,8750.383732,0.000946538,0.000885193,0.031763204,0.001832569,0.032739807,0.030850702,0.032739807
1518422240,8485,8473.18,8491.1,8750.483734,0.00139499,0.000718916,0.031288596,0.002114908,0.032727233,0.030547719,0.032727233
1518422260,8485,8473.26,8491,8764.581371,0.001385535,0.00070713,0.032950073,0.002093645,0.034381262,0.032220159,0.034381262
1518422280,8474,8473,8480,8726.862754,0.000118022,0.000708048,0.029839834,0.000826154,0.029961378,0.029111174,0.029961378
1518422300,8474,8477.38,8483,8724.232282,0.000398867,0.001062072,0.029529417,0.000662941,0.029118936,0.028437143,0.029529417
1518422320,8498,8475,8485,8706.631814,0.002713864,0.001532115,0.024550696,0.001179941,0.027331187,0.026120426,0.027331187
